Comment,Liked
دوربین ضعیف و بی کیفیت هست و مشکلات متعددی داره به درد نمیخوره,0
بنده حدود یک ماه میشه این گوشی رو بعد از تحقیقات مختصر خریدم و باید بگم راضی نیستم و اگر میتونستم چیز بهتری انتخاب میکردم.,0
یک ماه هست که خریدم ، واقعا گوشی روان و با سخت افزار قوی هست,1
بی نظیر هست از همه لحاظ . پیشنهاد میکنم اگه جمع و جور بودن گوشی و همه فن حریف بودن براتون مهمه از دست ندین,1
روان ترین و بهترین سیستم عامل داره خوشدست ترین گوشی دنیا است و با یه دست راحت باهاش کار کن.,1
این گوشی هم از لحاظ ظاهری خوبه هم ابعادش بزرگ و مورد پسند همه است,1
با توجه به این اوضع قیمت ها اگه یه گوشی واقعا عالی ، بزرگ و مطمئن میخوای همینه,1
گوشی خیلی خوبیه و قیمتش مناسبه,1
از لحاظ رنگ بندی هم خیلی تنوع داره و سایز صفحه 6.1 اینچه که فکر می کنم بسیار عالیه!,1
خیلی قویه که عالیه دوربین عالی,1
قیمت اصلیش باید پایینتر از این حرفا باشه با این پول ایکس اس میشه گرفت با امکانات دوبرابر این هم قیمت ایکس اسه که نمیصرفه,0
دوربین عالی چیپست قوی عمر باتری بسیار عالی قابلیت وایرلس شارژ و فست شارژ,1
یه مقدار حاشیه صفحه نمایش به نسبت دو مدل دیگه بیشتره عدم توانایی دیدن محتوای اچ دی ار در اینترنت.,0
کافیه یه بار صفحه این گوشی ر از نزدیک ببینه مطمئن باشین راضیتون میکنه.,1
من الان دو ماهه خریدم بسیار عالی توصیه میکنم,1
گوشی فوق العاده با کیفیت و بروز و شیکی هستش و اینقد فضا داره که دیگه غیر ممکنه نیازی به کات حافظه خارجی بشه,1
با بالارفتن دلار دیگه کمتر کسی میتونه اینو بخره خیلی گرونه,0
عالی هست ولی خیلی گرون است نمیصرفه بگیریم,0
اینکه خیلی زیبا است رنگ طلایی این محصول زیباترش هم میکند,1
نداشتن نوآوری قیمت بسیار بالا نداشتن منوی فارسی,0
نداشتن شیار اس دی کارت یوزر فرندلی نبودن رابط کاربری,0
حالا چیز جدیدی بجز استایل برای عرضه کردن نداره که برای یک کاربر پیشرفته که پرفورمنس و کارایی میخواد چیز مهمی نیست.,0
آنچه از یک اسمارت فون پیشتاز و به قول امروزی ها پرچمدار میشه انتظار داشت، تقریبا در این وجود نداره و تمام نوآوری های تکنولوژیکی برتر رو رقبا به بازار عرضه میکنند.,0
در مقابل رقبای چینی و کره ای و ژاپنی هیچ حرفی برای گفتن نداره.,0
یک گوشی محافظه کار و دست به عصا هست که از تکنولوژی سال قبل بهره میبرد,0
صفحه نمایش با رزولوشن پایین نسبت به گوشی های پیشتاز فعلی قیمت بسیار بالا,0
کیفیت پایین صفحه نمایش نسبت به گوشی های پیشتاز فعلی محل قرارگیری دوربین و سنسورها داخل صفحه نمایش,0
دوربین سلفی با رزولوشن پایین سیستم عامل و اینترفیس که همچنان یوزر فرندلی نیست,0
دوربین اصلی با رزولوشن پایین نداشتن شیار کارت اس دی برای اضافه کردن فضای ذخیره سازی,0
نداشتن منوی فارسی که برای بسیاری از کاربران ایرانی لازمه و به علت تحریم های با منشاء سیاسی اپل این کار رو نکرده,0
نداشتن دوربین با لنز واید نداشتن دوربین دو گانه سلفی باتری با شارژدهی کم,0
نداشتن رادیوی اف ام نداشتن خروجی هدفون معمولی روی بدنه و اجبار در استفاده از تبدیل برای سایر هدفون ها,0
محدودیت های بسیار زیاد برای کاربر بلوتوث بسیار محدود مخصوصا در ارسال و دریافت فایل و تصویر و ویدئو,0
اسم برند فریم زیبا دو سیم کارته شدن,1
مهم تر از اون سیستم عامل هست که یک کم ضعیف تر عمل کرده بیشتر مثل یک زندان شده چون نمیشه به هر چیزی دسترسی داشت. امیدوارم بهتر بشه,0
خیلی پردازنده ی گرافیگی قوی داره این عالیه و هیچ نقطه ی ضعفی نداره,1
من این گوشی رو دارم خیلی ازش راضی هستم و حرف نداره بازی های خوب رو مثل پابجی و فورتنایت به خوبی بالا میاره من که عاشقش هستم,1
از نظر زیبایی و ظرافت و کیفیت هیچ برندی در حد این نیست. یه برند واقعا اصیل و یه کالای لوکس در خریدش شک نکنید تمام.,1
این گوشی عالیه پیشنهاد میکنم شما هم وطنانم خریداری کنید,1
ساختار تمام شیشه ای اندازه فوق العاده با بازده نمایشی خوب,1
کیفیت ساخت و امکانات بالا و ظاهر زیبا دارد ,1
قیمت بالا برجسته بودن دوربین وزنش کمی زیاده,0
من این گوشی را تهیه کردم و بسیار راضی هستم.,1
گوشی بسیار قوی از هر لحاظ و با توجه به ظرفیت حافظه کاملا مقرون به صرفه می‌باشد.,1
بسیار مناسب برای استفاده به صورت فبلت و بی ‌نظیر برای بازی است,1
تا سال پیش میشد این رو با همه‌ قیمت بالای ‌آن با برنامه ریزی مالی خرید. ولی این قیمت واقعا برای خرید معقول نیست و قشر کمی توان خریدش را دارند.,0
از وقتی که دکمه هوم از آن حذف شد اصالت و خاص بودن هم از بین رفت,0
خوبه ولی با این قیمت ارزش خرید نداره,0
فقط دنبال سودجویی بیشتر هستند و کیفیت محصول را کاهش دادند,0
آپدیت نرم افزاری اومد به جرات میتونم بگم که حتی یک بار هم گوشیم هنگ نکرده,1
میزند تو ذوق آدم کیفیت و امکانات کافی نیست و ناامید میکند,0
سایز بزرگ تر و سخت افزار غنی تر و قوی تر پیشرفته است,1
کیفیت دوربین و سرعت گوشی فقط لایق کلمه منحصر به فرد و بی نظیر هست,1
واقعا از همه نظر فوق العاده است خوش دست است,1
دوربین عالی کیفیت صفحه دیوانه کننده,1
برآمده بودن دوربین و باتری ضعیف نقاط ضعف آن هستند,0
امکاناتش انقدر کم هست که در مقابل قیمت زیاد اصلا بهشم نمیاد,0
اگر توان خرید آن را دارید در خریدش شک نکنید توصیه میشه,1
به روز رسانی های مرتب و عالی و امنیت سیستم,1
رابط کاربری روان و ساده و یوزر فرندلی است کیفیت دوربین خوب,1
رابط کاربری بسیار ساده و سیستم کارآمد و فوق العاده,1
سیستم روان نیست و کد معیوب و ناقص است,0
مواد ساخت بی کیفیت هستن  و دوام ندارند,0
کمپانی در ساخت این محصول سربلند بیرو نیامده و موفق نبوده,0
پردازنده ضعیف دورین نه چندان خوب فقط کلاس داره,0
شارژ بسیار ضعیف حذف تبدیل هندزفری قیمت هم بسیار بالا,0
هوش مصنوعی قوی دارد و کلا گوشی عالی هست,1
از نزدیک دیدم خوب و زیبا نیست پردازنده ضعیف است,0
سرعت شارژ بسیار پایین است و خاصیت شارژ معکوس ندارد,0
رنگ های متنوع و زیبا و کیفیت ساخت بالا به دلیل استفاده از فلز و شیشه مرغوب و پوشانده شدن سطح جلو و عقب,1
نمایشگر بسیار بزرگ با کیفیت بسیار خوب و عالی که زیاد جذب بدنه شده است و کم پیدا بودن تیکه بریده شده نمایشگر و پردازنده فوق العاده,1
قیمت بالا پشتیبانی نکردن از کارت حافظه برجستگی لنز دوربین,0
خیلی قوی و شیک و عمری هست باید بگیرید دستتون تا بفهمید منظور من چیه,1
از این بالاتر وجود نداره اگه پول آن را دارین در خریدش شک نکنید,1
سیستم پر قدرت و امکانات خوبی نداره بیشتر برای پز دادن هست,0
اندازه بیش از حد بزرگ است و مناسب برای استفاده روزمره نیست,0
با قیمت پایین تر از این محصولات بهتری میشه تهیه کرد و ارزش خرید نداره,0
با کیفیت و قدرتمند حرف نداره و بی نظیر هست,1
حرفی برای گفتن نداره در مقایسه با رقبا تکراری و بدون خلاقیت هست,0
طراحی زیبا و خوبی داره و خوش ساخت هست,1
بیشتر پول برندش را میخورد وگرنه بقیه رقبا از این بهتر هستند,0
صفحه نمایش عالی سرعت بالا باتری عالی شیک و زیبا,1
شبیه به نسل قبلی نداشتن فست شارژ گرون بودن قیمت,0
طراحی بدنه عالیه صفحه نمایش بزرگ و سرعت بالای گوشی منحصر به فرد,1
همیشه نوآور بوده در زمینه های مختلف و برند خاص و لوکس هست,1
تکنولوژی برتر باعث شده بی رقیب باشه,1
قیمت بالا و گرون بودن باعث به وجود آمدن نظرات منفی میشه,0
دوربین دقیق صفحه نمایش غول پیکر و با کیفیت,1
دوربین بیرون زده از بدنه عدم نوآوری خاص نسبت به نسل قبل.,0
ارزش خرید نداره چون صفحه و دوربین ضعیف هستند,0
خیلی شاخ هست و جذاب و زیبا است,1
طراحی ظاهری آن دارای جذابیت فراوانی است که نقطه مثبت آن محسوب میشود,1
غافلگیر شدم از قدرت زیاد و عملکرد خوب و روان دستگاه,1
قیمت بالا باعث میشه در ایران توانایی خرید این را نداشته باشیم ای کاش گرون نبود,0
توانایی رقابت با مدل های جدید و به روز را ندارد و در مجموع کیفیت متوسط و شاید حتی ضعیفی دارد.,0
اگر دوربین دوگانه یا قابلیت نگهداری شارژ بیشتر داشت بهتر بود,0
بعد از یک هفته استفاده از محصول باید بگم متاسفانه از کیفیت آن راضی نیستم,0
پشتیبانی ضعیف و بدی داره هنگام خرید اگر به گارانتی و ارائه دهنده آن دقت نکنید پشیمون میشید,0
از خرید این محصول پشیمان شدم و تصمیم دارم آن را پس دهم.,0
نحوه عملکرد دستگاه خوب نیست و مشتری را راضی نمیکند سازندگان آن باید جوابگو باشند,0
چند وقت که ازش استفاده کنید عاشقش میشید و نمیتونید کنارش بگذارید,1
دقت حسگر ها میتوانست بهتر باشد در حال حاضر کمی ضعیف است و راضی کننده نیست,0
خوب و کارآمد هست خلاصه همه چیزش عالیه,1
یک محصول تمام عیار و جالب. اگر از پس قیمت بالا بر میاید در خریدش شک نکنید,1
قیمتش واسه ما تو ایران زیاده ولی به نظر من ارزش خرید داره چون یه گوشی تمام عیار,1
دوربینش معرکه است در خصوص باتری هم به نظر من مشکلی نداره و خوب شارژ نگه میداره,1
همه چیز عالیه و مثل همیشه محصولاتش خوب و کارآمد,1
میتونید دو سیمکارت همزمان استفاده کنید این واسه ما خبر خوبی هست,1
هر چقدر هم خوب باشه نمی ارزه خیلی گرونه متاسفانه فقط افراد ثروتمند میتوانند بخرند,0
صفحه نمایش تمام صفحه فیس ایدی سریع تر کیفیت صفحه بی نظیر,1
هماهنگی سخت افزار با سیستم عامل سهولت استفاده از گوشی,1
طراحی زیبا طول عمر بالا روانی,1
قدیمی شده و مثل گذشته کاربرد ندارد افت کرده,0
کیفیت آن افت کرده و به روز رسانی نمیشود پشتیبانی ندارد,0
مصرف کننده این محصول بعد از چند سال با کاهش عملکرد شدید و افت کارآیی مواجه میشوند,0
هیچ گرونی بی علت نیست برتری این رو نمیشه نادیده گرفت,1
ماندگاری محصول خیلی مهمه که در این زمینه سابقه درخشانی داره,1
رقبا از این بهتر هستند پس پول کمتر بدید و اون ها رو بخرید که پولتون تلف نشه,0
فقط لاکچری هست اما قدرمند نیست فایده نداره,0
فقط به درد خارج میخوره و اینجا کاربرد نداره همه پر از محدودیت هست,0
تعصب نداشته باشید منطقی باشید انتخاب خوبی نیست,0
کیفیت نمایشگر بالا است اما زیادی بزرگ هست و این که برای این صفحه نمایش این باتری اصلا کافی نیست,0
کیفیت ساخت خوب و به کار بردن طلا بدنه مقاوم,1
سرعت بالا در اجرا و روان بودن سیستم به روز بودن و لاکچری بودن,1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
